аспап;n;nom;sg;p3sg;
аст;n;nom;sg;p3sg;
аста;n;nom;sg;p3sg;
астрономия;n;nom;sg;p3sg;
асфальт;n;nom;sg;p3sg;
ат;n;nom;sg;p3sg;
ата;n;nom;sg;p3sg;
ата журт;n;nom;sg;p3sg;
ата мекен;n;nom;sg;p3sg;
ата-баба;n;nom;sg;p3sg;
ата-журт;n;nom;sg;p3sg;
ата-эне;n;nom;sg;p3sg;
атаандаш;n;nom;sg;p3sg;
атаандаштык;n;nom;sg;p3sg;
атак;n;nom;sg;p3sg;
атан;n;nom;sg;p3sg;
атыр;n;nom;sg;p3sg;
афган;n;nom;sg;p3sg;
ахлак;n;nom;sg;p3sg;
ач;n;nom;sg;p3sg;
ач көздүк;n;nom;sg;p3sg;
ачарчылык;n;nom;sg;p3sg;
ачкыч;n;nom;sg;p3sg;
ачыктык;n;nom;sg;p3sg;
аш;n;nom;sg;p3sg;
ашкана;n;nom;sg;p3sg;
аэропорт;n;nom;sg;p3sg;
аюу;n;nom;sg;p3sg;
аяз;n;nom;sg;p3sg;
аяк;n;nom;sg;p3sg;
аял;n;nom;sg;p3sg;
аянт;n;nom;sg;p3sg;
аят;n;nom;sg;p3sg;
аң;n;nom;sg;p3sg;
аңгеме;n;nom;sg;p3sg;
аңчылык;n;nom;sg;p3sg;
баа;n;nom;sg;p3sg;
баба;n;nom;sg;p3sg;
багыт;n;nom;sg;p3sg;
бадал;n;nom;sg;p3sg;
бажы;n;nom;sg;p3sg;
база;n;nom;sg;p3sg;
базар;n;nom;sg;p3sg;
байбиче;n;nom;sg;p3sg;
байге;n;nom;sg;p3sg;
байке;n;nom;sg;p3sg;
байкуш;n;nom;sg;p3sg;
байлык;n;nom;sg;p3sg;
байпак;n;nom;sg;p3sg;
байрак;n;nom;sg;p3sg;
байтал;n;nom;sg;p3sg;
бак;n;nom;sg;p3sg;
бака;n;nom;sg;p3sg;
бактыяр;n;nom;sg;p3sg;
бакыр;n;nom;sg;p3sg;
бакырык;n;nom;sg;p3sg;
бакыт;n;nom;sg;p3sg;
бал;n;nom;sg;p3sg;
балаа;n;nom;sg;p3sg;
балакет;n;nom;sg;p3sg;
балалык;n;nom;sg;p3sg;
балапан;n;nom;sg;p3sg;
балбан;n;nom;sg;p3sg;
балдыз;n;nom;sg;p3sg;
бале;n;nom;sg;p3sg;
балта;n;nom;sg;p3sg;
балтыркан;n;nom;sg;p3sg;
балчык;n;nom;sg;p3sg;
балык;n;nom;sg;p3sg;
бап;n;nom;sg;p3sg;
барак;n;nom;sg;p3sg;
бардар;n;nom;sg;p3sg;
барк;n;nom;sg;p3sg;
баррикада;n;nom;sg;p3sg;
барча;n;nom;sg;p3sg;
барымта;n;nom;sg;p3sg;
басма;n;nom;sg;p3sg;
басма сөз;n;nom;sg;p3sg;
басылма;n;nom;sg;p3sg;
басып алуу;n;nom;sg;p3sg;
батальон;n;nom;sg;p3sg;
баткак;n;nom;sg;p3sg;
баш;n;nom;sg;p3sg;
башат;n;nom;sg;p3sg;
башкарма;n;nom;sg;p3sg;
баян;n;nom;sg;p3sg;
баяндама;n;nom;sg;p3sg;
бедел;n;nom;sg;p3sg;
без;n;nom;sg;p3sg;
бейил;n;nom;sg;p3sg;
бейиш;n;nom;sg;p3sg;
бейт;n;nom;sg;p3sg;
бекет;n;nom;sg;p3sg;
бекзаада;n;nom;sg;p3sg;
бел;n;nom;sg;p3sg;
белги;n;nom;sg;p3sg;
белек;n;nom;sg;p3sg;
бензин;n;nom;sg;p3sg;
берене;n;nom;sg;p3sg;
бет;n;nom;sg;p3sg;
бетеге;n;nom;sg;p3sg;
бетер;n;nom;sg;p3sg;
бетпак;n;nom;sg;p3sg;
бечера;n;nom;sg;p3sg;
бешик;n;nom;sg;p3sg;
бешмант;n;nom;sg;p3sg;
бизнес;n;nom;sg;p3sg;
бий;n;nom;sg;p3sg;
бийиктик;n;nom;sg;p3sg;
бийлик;n;nom;sg;p3sg;
билдирме;n;nom;sg;p3sg;
билек;n;nom;sg;p3sg;
билерик;n;nom;sg;p3sg;
билерман;n;nom;sg;p3sg;
билет;n;nom;sg;p3sg;
билим;n;nom;sg;p3sg;
билим берүү;n;nom;sg;p3sg;
бир добуш;n;nom;sg;p3sg;
бир тууган;n;nom;sg;p3sg;
биргелешкен;n;nom;sg;p3sg;
бирдик;n;nom;sg;p3sg;
бит;n;nom;sg;p3sg;
боёк;n;nom;sg;p3sg;
божомол;n;nom;sg;p3sg;
бозо;n;nom;sg;p3sg;
бой;n;nom;sg;p3sg;
бок;n;nom;sg;p3sg;
болжол;n;nom;sg;p3sg;
боло турган;n;nom;sg;p3sg;
болочок;n;nom;sg;p3sg;
боо;n;nom;sg;p3sg;
бооз;n;nom;sg;p3sg;
боор;n;nom;sg;p3sg;
боордош;n;nom;sg;p3sg;
бор;n;nom;sg;p3sg;
борбор;n;nom;sg;p3sg;
бороон;n;nom;sg;p3sg;
боштондук;n;nom;sg;p3sg;
бригада;n;nom;sg;p3sg;
бугу;n;nom;sg;p3sg;
бузуку;n;nom;sg;p3sg;
буйрук;n;nom;sg;p3sg;
бука;n;nom;sg;p3sg;
букара;n;nom;sg;p3sg;
буктурма;n;nom;sg;p3sg;
булак;n;nom;sg;p3sg;
булгар;n;nom;sg;p3sg;
булут;n;nom;sg;p3sg;
булуң;n;nom;sg;p3sg;
булчуң;n;nom;sg;p3sg;
бульдозер;n;nom;sg;p3sg;
бурсат;n;nom;sg;p3sg;
бурч;n;nom;sg;p3sg;
бурят;n;nom;sg;p3sg;
бут;n;nom;sg;p3sg;
бут кийим;n;nom;sg;p3sg;
бута;n;nom;sg;p3sg;
бутак;n;nom;sg;p3sg;
буу;n;nom;sg;p3sg;
буура;n;nom;sg;p3sg;
буурчак;n;nom;sg;p3sg;
буюм;n;nom;sg;p3sg;
бысмылда;n;nom;sg;p3sg;
бычак;n;nom;sg;p3sg;
бычым;n;nom;sg;p3sg;
бээ;n;nom;sg;p3sg;
бүркүт;n;nom;sg;p3sg;
бүрсүгүнү;n;nom;sg;p3sg;
бүчүр;n;nom;sg;p3sg;
бөбөк;n;nom;sg;p3sg;
бөгөт;n;nom;sg;p3sg;
бөз;n;nom;sg;p3sg;
бөйрөк;n;nom;sg;p3sg;
бөксө;n;nom;sg;p3sg;
бөкөн;n;nom;sg;p3sg;
бөлмө;n;nom;sg;p3sg;
бөлүк;n;nom;sg;p3sg;
бөлүм;n;nom;sg;p3sg;
бөлөк;n;nom;sg;p3sg;
бөрк;n;nom;sg;p3sg;
бөрү;n;nom;sg;p3sg;
бөтөнчө;n;nom;sg;p3sg;
вагон;n;nom;sg;p3sg;
вальс;n;nom;sg;p3sg;
вариант;n;nom;sg;p3sg;
вертолёт;n;nom;sg;p3sg;
взвод;n;nom;sg;p3sg;
вилаят;n;nom;sg;p3sg;
виски;n;nom;sg;p3sg;
газ;n;nom;sg;p3sg;
газета;n;nom;sg;p3sg;
гарнизон;n;nom;sg;p3sg;
гвардия;n;nom;sg;p3sg;
гезит;n;nom;sg;p3sg;
ген;n;nom;sg;p3sg;
генерал;n;nom;sg;p3sg;
география;n;nom;sg;p3sg;
герб;n;nom;sg;p3sg;
гитара;n;nom;sg;p3sg;
гол;n;nom;sg;p3sg;
горизонт;n;nom;sg;p3sg;
градус;n;nom;sg;p3sg;
грамм;n;nom;sg;p3sg;
график;n;nom;sg;p3sg;
губернатор;n;nom;sg;p3sg;
гүл;n;nom;sg;p3sg;
даам;n;nom;sg;p3sg;
даана;n;nom;sg;p3sg;
дааналай;n;nom;sg;p3sg;
даанышман;n;nom;sg;p3sg;
даарат;n;nom;sg;p3sg;
даары;n;nom;sg;p3sg;
дабыл;n;nom;sg;p3sg;
дайын;n;nom;sg;p3sg;
далаалат;n;nom;sg;p3sg;
далда;n;nom;sg;p3sg;
далил;n;nom;sg;p3sg;
дан;n;nom;sg;p3sg;
даража;n;nom;sg;p3sg;
дарак;n;nom;sg;p3sg;
дарбаза;n;nom;sg;p3sg;
дарек;n;nom;sg;p3sg;
даремет;n;nom;sg;p3sg;
дарман;n;nom;sg;p3sg;
дарс;n;nom;sg;p3sg;
дарт;n;nom;sg;p3sg;
дары;n;nom;sg;p3sg;
дарыгер;n;nom;sg;p3sg;
дарыя;n;nom;sg;p3sg;
дастан;n;nom;sg;p3sg;
дасторкон;n;nom;sg;p3sg;
дат;n;nom;sg;p3sg;
даярдык;n;nom;sg;p3sg;
даңаза;n;nom;sg;p3sg;
даңк;n;nom;sg;p3sg;
декабрь;n;nom;sg;p3sg;
дем;n;nom;sg;p3sg;
дем алыш;n;nom;sg;p3sg;
демократия;n;nom;sg;p3sg;
ден;n;nom;sg;p3sg;
ден соолук;n;nom;sg;p3sg;
дене;n;nom;sg;p3sg;
депутат;n;nom;sg;p3sg;
держава;n;nom;sg;p3sg;
деталь;n;nom;sg;p3sg;
диалект;n;nom;sg;p3sg;
диван;n;nom;sg;p3sg;
дин;n;nom;sg;p3sg;
династия;n;nom;sg;p3sg;
директор;n;nom;sg;p3sg;
диссертация;n;nom;sg;p3sg;
добулбас;n;nom;sg;p3sg;
добуш;n;nom;sg;p3sg;
доклад;n;nom;sg;p3sg;
документ;n;nom;sg;p3sg;
доллар;n;nom;sg;p3sg;
доо;n;nom;sg;p3sg;
доолбас;n;nom;sg;p3sg;
доор;n;nom;sg;p3sg;
достук;n;nom;sg;p3sg;
доңуз;n;nom;sg;p3sg;
драма;n;nom;sg;p3sg;
дуба;n;nom;sg;p3sg;
дубал;n;nom;sg;p3sg;
дума;n;nom;sg;p3sg;
дунган;n;nom;sg;p3sg;
дуушар;n;nom;sg;p3sg;
дыйкан;n;nom;sg;p3sg;
дыйканчылык;n;nom;sg;p3sg;
дүйнө;n;nom;sg;p3sg;
дүйнө жүзү;n;nom;sg;p3sg;
дүйшөмбү;n;nom;sg;p3sg;
дүкөн;n;nom;sg;p3sg;
дүнүйө;n;nom;sg;p3sg;
дүрбү;n;nom;sg;p3sg;
дүрбөлөң;n;nom;sg;p3sg;
дүң;n;nom;sg;p3sg;
дөбө;n;nom;sg;p3sg;
дөбөт;n;nom;sg;p3sg;
дөң;n;nom;sg;p3sg;
евро;n;nom;sg;p3sg;
жаа;n;nom;sg;p3sg;
жаак;n;nom;sg;p3sg;
жаан;n;nom;sg;p3sg;
жаат;n;nom;sg;p3sg;
жабдуу;n;nom;sg;p3sg;
жабдык;n;nom;sg;p3sg;
жагдай;n;nom;sg;p3sg;
жаз;n;nom;sg;p3sg;
жак;n;nom;sg;p3sg;
жака;n;nom;sg;p3sg;
жакшылык;n;nom;sg;p3sg;
жалаа;n;nom;sg;p3sg;
жалбыз;n;nom;sg;p3sg;
жалбырак;n;nom;sg;p3sg;
жалкоо;n;nom;sg;p3sg;
жалын;n;nom;sg;p3sg;
жамаат;n;nom;sg;p3sg;
жамак;n;nom;sg;p3sg;
жамандык;n;nom;sg;p3sg;
жамбаш;n;nom;sg;p3sg;
жамгыр;n;nom;sg;p3sg;
жан;n;nom;sg;p3sg;
жаназа;n;nom;sg;p3sg;
жаныбар;n;nom;sg;p3sg;
жапа;n;nom;sg;p3sg;
жапа чеккен;n;nom;sg;p3sg;
жапалак;n;nom;sg;p3sg;
жар;n;nom;sg;p3sg;
жарак;n;nom;sg;p3sg;
жарака;n;nom;sg;p3sg;
жаракат;n;nom;sg;p3sg;
жаран;n;nom;sg;p3sg;
жараткан;n;nom;sg;p3sg;
жардам;n;nom;sg;p3sg;
жардамдашуу;n;nom;sg;p3sg;
жарманке;n;nom;sg;p3sg;
жарыя;n;nom;sg;p3sg;
жатак;n;nom;sg;p3sg;
жаш өспүрүм;n;nom;sg;p3sg;
жаша;n;nom;sg;p3sg;
жаңжал;n;nom;sg;p3sg;
жаңылык;n;nom;sg;p3sg;
жебе;n;nom;sg;p3sg;
жез;n;nom;sg;p3sg;
жейрен;n;nom;sg;p3sg;
жел;n;nom;sg;p3sg;
желдет;n;nom;sg;p3sg;
желек;n;nom;sg;p3sg;
желке;n;nom;sg;p3sg;
желмаян;n;nom;sg;p3sg;
желмогуз;n;nom;sg;p3sg;
жем;n;nom;sg;p3sg;
жемиш;n;nom;sg;p3sg;
жер алды;n;nom;sg;p3sg;
жердеш;n;nom;sg;p3sg;
жесир;n;nom;sg;p3sg;
жетекчи;n;nom;sg;p3sg;
жетекчилик;n;nom;sg;p3sg;
жетиген;n;nom;sg;p3sg;
жетишинче;n;nom;sg;p3sg;
жеңе;n;nom;sg;p3sg;
жеңилдик;n;nom;sg;p3sg;
жибек;n;nom;sg;p3sg;
жигит;n;nom;sg;p3sg;
жин;n;nom;sg;p3sg;
жип;n;nom;sg;p3sg;
жобо;n;nom;sg;p3sg;
жоктук;n;nom;sg;p3sg;
жолборс;n;nom;sg;p3sg;
жолдомо;n;nom;sg;p3sg;
жомок;n;nom;sg;p3sg;
жон;n;nom;sg;p3sg;
жоо;n;nom;sg;p3sg;
жоокер;n;nom;sg;p3sg;
жоолук;n;nom;sg;p3sg;
жоомарт;n;nom;sg;p3sg;
жооп;n;nom;sg;p3sg;
жоопкер;n;nom;sg;p3sg;
жоопкерчилик;n;nom;sg;p3sg;
жорго;n;nom;sg;p3sg;
жорук;n;nom;sg;p3sg;
жумуртка;n;nom;sg;p3sg;
жумушсуздук;n;nom;sg;p3sg;
жумушчу күч;n;nom;sg;p3sg;
жуп;n;nom;sg;p3sg;
журнал;n;nom;sg;p3sg;
журналист;n;nom;sg;p3sg;
журт;n;nom;sg;p3sg;
жут;n;nom;sg;p3sg;
жууркан;n;nom;sg;p3sg;
жыбыр;n;nom;sg;p3sg;
жыгач;n;nom;sg;p3sg;
жыйнак;n;nom;sg;p3sg;
жыйын;n;nom;sg;p3sg;
жыйынтык;n;nom;sg;p3sg;
жыл;n;nom;sg;p3sg;
жылан;n;nom;sg;p3sg;
жылдыз;n;nom;sg;p3sg;
жылуулук;n;nom;sg;p3sg;
жылчык;n;nom;sg;p3sg;
жыныстык;n;nom;sg;p3sg;
жыргал;n;nom;sg;p3sg;
жыт;n;nom;sg;p3sg;
жээк;n;nom;sg;p3sg;
жээн;n;nom;sg;p3sg;
жүгөн;n;nom;sg;p3sg;
жүгөрү;n;nom;sg;p3sg;
жүзбашы;n;nom;sg;p3sg;
жүзү кара;n;nom;sg;p3sg;
жүк;n;nom;sg;p3sg;
жүн;n;nom;sg;p3sg;
жүрөк;n;nom;sg;p3sg;
жөлөк;n;nom;sg;p3sg;
жөн;n;nom;sg;p3sg;
жөндөм;n;nom;sg;p3sg;
жөндөмдүүлүк;n;nom;sg;p3sg;
жөтөл;n;nom;sg;p3sg;
заар;n;nom;sg;p3sg;
зайып;n;nom;sg;p3sg;
заказ;n;nom;sg;p3sg;
зал;n;nom;sg;p3sg;
залал;n;nom;sg;p3sg;
заман;n;nom;sg;p3sg;
замандаш;n;nom;sg;p3sg;
замбил;n;nom;sg;p3sg;
замбирек;n;nom;sg;p3sg;
зар;n;nom;sg;p3sg;
зардап;n;nom;sg;p3sg;
зарылдык;n;nom;sg;p3sg;
зат;n;nom;sg;p3sg;
заң;n;nom;sg;p3sg;
зер;n;nom;sg;p3sg;
зикир;n;nom;sg;p3sg;
зилзала;n;nom;sg;p3sg;
зомбулук;n;nom;sg;p3sg;
зоот;n;nom;sg;p3sg;
зордук;n;nom;sg;p3sg;
зулум;n;nom;sg;p3sg;
зулумдук;n;nom;sg;p3sg;
зым;n;nom;sg;p3sg;
зындан;n;nom;sg;p3sg;
зыян;n;nom;sg;p3sg;
зыяпат;n;nom;sg;p3sg;
зыярат;n;nom;sg;p3sg;
идеал;n;nom;sg;p3sg;
идеалист;n;nom;sg;p3sg;
идеология;n;nom;sg;p3sg;
идея;n;nom;sg;p3sg;
идиш;n;nom;sg;p3sg;
из;n;nom;sg;p3sg;
ийгилик;n;nom;sg;p3sg;
ийин;n;nom;sg;p3sg;
ийне;n;nom;sg;p3sg;
икая;n;nom;sg;p3sg;
илгич;n;nom;sg;p3sg;
илеп;n;nom;sg;p3sg;
илим;n;nom;sg;p3sg;
илимпоз;n;nom;sg;p3sg;
имам;n;nom;sg;p3sg;
император;n;nom;sg;p3sg;
империализм;n;nom;sg;p3sg;
империя;n;nom;sg;p3sg;
инженер;n;nom;sg;p3sg;
инсан;n;nom;sg;p3sg;
интервью;n;nom;sg;p3sg;
интернационал;n;nom;sg;p3sg;
интернет;n;nom;sg;p3sg;
инфраструктура;n;nom;sg;p3sg;
инь;n;nom;sg;p3sg;
ирет;n;nom;sg;p3sg;
ирең;n;nom;sg;p3sg;
искусство;n;nom;sg;p3sg;
ислам;n;nom;sg;p3sg;
ит;n;nom;sg;p3sg;
итальян;n;nom;sg;p3sg;
ичик;n;nom;sg;p3sg;
ичкилик;n;nom;sg;p3sg;
иш;n;nom;sg;p3sg;
иш кагаз;n;nom;sg;p3sg;
ишарат;n;nom;sg;p3sg;
ишеним;n;nom;sg;p3sg;
ишке киришүү;n;nom;sg;p3sg;
ишкер;n;nom;sg;p3sg;
ишкердик;n;nom;sg;p3sg;
ишкерлик;n;nom;sg;p3sg;
ишмер;n;nom;sg;p3sg;
июль;n;nom;sg;p3sg;
июнь;n;nom;sg;p3sg;
каапыр;n;nom;sg;p3sg;
каар;n;nom;sg;p3sg;
кабак;n;nom;sg;p3sg;
кабар;n;nom;sg;p3sg;
кабат;n;nom;sg;p3sg;
кабинет;n;nom;sg;p3sg;
кабыл;n;nom;sg;p3sg;
кагаз;n;nom;sg;p3sg;
кагылыш;n;nom;sg;p3sg;
кадам;n;nom;sg;p3sg;
кадыр;n;nom;sg;p3sg;
каз;n;nom;sg;p3sg;
казак;n;nom;sg;p3sg;
казан;n;nom;sg;p3sg;
казарма;n;nom;sg;p3sg;
казык;n;nom;sg;p3sg;
кайгы;n;nom;sg;p3sg;
кайни;n;nom;sg;p3sg;
кайран;n;nom;sg;p3sg;
кайрат;n;nom;sg;p3sg;
кайраткер;n;nom;sg;p3sg;
кайрым;n;nom;sg;p3sg;
кайрымдуулук;n;nom;sg;p3sg;
кайтарма;n;nom;sg;p3sg;
кайтаруу;n;nom;sg;p3sg;
кайчы;n;nom;sg;p3sg;
кайык;n;nom;sg;p3sg;
кайып;n;nom;sg;p3sg;
кайыр;n;nom;sg;p3sg;
кайырма;n;nom;sg;p3sg;
кайырмак;n;nom;sg;p3sg;
какач;n;nom;sg;p3sg;
кал;n;nom;sg;p3sg;
калаа;n;nom;sg;p3sg;
калай;n;nom;sg;p3sg;
калбыр;n;nom;sg;p3sg;
калган;n;nom;sg;p3sg;
калганда;n;nom;sg;p3sg;
калем;n;nom;sg;p3sg;
калемпир;n;nom;sg;p3sg;
калк;n;nom;sg;p3sg;
калп;n;nom;sg;p3sg;
калпа;n;nom;sg;p3sg;
калта;n;nom;sg;p3sg;
калыс;n;nom;sg;p3sg;
кам;n;nom;sg;p3sg;
камак;n;nom;sg;p3sg;
камера;n;nom;sg;p3sg;
камыр;n;nom;sg;p3sg;
камыш;n;nom;sg;p3sg;
кан;n;nom;sg;p3sg;
канаат;n;nom;sg;p3sg;
канагат;n;nom;sg;p3sg;
канал;n;nom;sg;p3sg;
канат;n;nom;sg;p3sg;
кандаш;n;nom;sg;p3sg;
канжар;n;nom;sg;p3sg;
кант;n;nom;sg;p3sg;
кап;n;nom;sg;p3sg;
капа;n;nom;sg;p3sg;
капилет;n;nom;sg;p3sg;
капитализм;n;nom;sg;p3sg;
капитан;n;nom;sg;p3sg;
капитуляция;n;nom;sg;p3sg;
капкак;n;nom;sg;p3sg;
капыр;n;nom;sg;p3sg;
капыстан;n;nom;sg;p3sg;
кар;n;nom;sg;p3sg;
карагай;n;nom;sg;p3sg;
каражат;n;nom;sg;p3sg;
каракчы;n;nom;sg;p3sg;
караңгылык;n;nom;sg;p3sg;
каргыш;n;nom;sg;p3sg;
каржы;n;nom;sg;p3sg;
кароол;n;nom;sg;p3sg;
карта;n;nom;sg;p3sg;
картограф;n;nom;sg;p3sg;
карчыга;n;nom;sg;p3sg;
каршылык;n;nom;sg;p3sg;
карыз;n;nom;sg;p3sg;
карындаш;n;nom;sg;p3sg;
карып;n;nom;sg;p3sg;
карышкыр;n;nom;sg;p3sg;
карыя;n;nom;sg;p3sg;
кас;n;nom;sg;p3sg;
касап;n;nom;sg;p3sg;
касиет;n;nom;sg;p3sg;
касырет;n;nom;sg;p3sg;
кат;n;nom;sg;p3sg;
катар;n;nom;sg;p3sg;
катмар;n;nom;sg;p3sg;
каттоо;n;nom;sg;p3sg;
катык;n;nom;sg;p3sg;
каухар;n;nom;sg;p3sg;
кафедра;n;nom;sg;p3sg;
качыр;n;nom;sg;p3sg;
каш;n;nom;sg;p3sg;
кашек;n;nom;sg;p3sg;
кашык;n;nom;sg;p3sg;
квартал;n;nom;sg;p3sg;
кебете;n;nom;sg;p3sg;
кедерги;n;nom;sg;p3sg;
кез;n;nom;sg;p3sg;
кездеме;n;nom;sg;p3sg;
кезек;n;nom;sg;p3sg;
кек;n;nom;sg;p3sg;
кекиртек;n;nom;sg;p3sg;
келесоо;n;nom;sg;p3sg;
келин;n;nom;sg;p3sg;
кеме;n;nom;sg;p3sg;
кемер;n;nom;sg;p3sg;
кемпир;n;nom;sg;p3sg;
кемчилик;n;nom;sg;p3sg;
кен;n;nom;sg;p3sg;
кенч;n;nom;sg;p3sg;
кеп;n;nom;sg;p3sg;
кепе;n;nom;sg;p3sg;
кепил;n;nom;sg;p3sg;
кепин;n;nom;sg;p3sg;
кепич;n;nom;sg;p3sg;
кербен;n;nom;sg;p3sg;
керебет;n;nom;sg;p3sg;
керосин;n;nom;sg;p3sg;
кесек;n;nom;sg;p3sg;
кесик;n;nom;sg;p3sg;
кесим;n;nom;sg;p3sg;
кесип;n;nom;sg;p3sg;
кесме;n;nom;sg;p3sg;
кечил;n;nom;sg;p3sg;
кечирим;n;nom;sg;p3sg;
кечит;n;nom;sg;p3sg;
кеңдик;n;nom;sg;p3sg;
кеңеш;n;nom;sg;p3sg;
кеңешме;n;nom;sg;p3sg;
кийиз;n;nom;sg;p3sg;
кийик;n;nom;sg;p3sg;
кийим;n;nom;sg;p3sg;
килем;n;nom;sg;p3sg;
километр;n;nom;sg;p3sg;
киреше;n;nom;sg;p3sg;
кирпик;n;nom;sg;p3sg;
китеп;n;nom;sg;p3sg;
киши;n;nom;sg;p3sg;
