арыпта,v,act,imp,
арышта,v,act,imp,
асалан,v,act,imp,
асемде,v,act,imp,
асемдет,v,act,imp,
асманда,v,act,imp,
асмандат,v,act,imp,
астала,v,act,imp,
ас,v,act,imp,
асылыш,v,act,imp,
асын,v,act,imp,
асыра,v,act,imp,
атат,v,act,imp,
атайла,v,act,imp,
атайыла,v,act,imp,
атакеле,v,act,imp,
атал,v,act,imp,
аталат,v,act,imp,
атаңда,v,act,imp,
атасын,v,act,imp,
аткар,v,act,imp,
атпайчаппай,v,act,imp,
аттан,v,act,imp,
аттат,v,act,imp,
атык,v,act,imp,
атыл,v,act,imp,
атыраңда,v,act,imp,
атырыл,v,act,imp,
атырылт,v,act,imp,
атышкансы,v,act,imp,
ахаахалаш,v,act,imp,
ачал,v,act,imp,
ачалек,v,act,imp,
ачкыла,v,act,imp,
ач,v,act,imp,
ачуулан,v,act,imp,
ачуулант,v,act,imp,
ачы,v,act,imp,
ачыл,v,act,imp,
ачылт,v,act,imp,
ачыт,v,act,imp,
ашташы,v,act,imp,
ашшаш,v,act,imp,
ашта,v,act,imp,
аштат,v,act,imp,
аштеле,v,act,imp,
ашыгыш,v,act,imp,
ашын,v,act,imp,
ашыр,v,act,imp,
ашыш,v,act,imp,
ая,v,act,imp,
аякта,v,act,imp,
аял,v,act,imp,
аялда,v,act,imp,
аярда,v,act,imp,
баабединде,v,act,imp,
баала,v,act,imp,
баанала,v,act,imp,
баардаш,v,act,imp,
баарлан,v,act,imp,
баарыла,v,act,imp,
бабала,v,act,imp,
бабыра,v,act,imp,
бабыраш,v,act,imp,
багыл,v,act,imp,
багын,v,act,imp,
багыпкүт,v,act,imp,
багышта,v,act,imp,
бадар,v,act,imp,
бадыра,v,act,imp,
бадырай,v,act,imp,
бадыраңда,v,act,imp,
бажыра,v,act,imp,
байкан,v,act,imp,
байкабайка,v,act,imp,
байкабийле,v,act,imp,
байкат,v,act,imp,
байлан,v,act,imp,
баймак,v,act,imp,
баймакта,v,act,imp,
байпай,v,act,imp,
байпакта,v,act,imp,
байпаңда,v,act,imp,
бакайдаш,v,act,imp,
бакала,v,act,imp,
бакандаш,v,act,imp,
бак,v,act,imp,
бакылда,v,act,imp,
бакылдаш,v,act,imp,
бакырай,v,act,imp,
бакырт,v,act,imp,
балакта,v,act,imp,
балбай,v,act,imp,
балбакта,v,act,imp,
балбалакта,v,act,imp,
балбылда,v,act,imp,
балдыра,v,act,imp,
балдырат,v,act,imp,
балдыраш,v,act,imp,
балкай,v,act,imp,
балкайт,v,act,imp,
балкала,v,act,imp,
балкы,v,act,imp,
балкылда,v,act,imp,
балкыт,v,act,imp,
балкыш,v,act,imp,
балпакта,v,act,imp,
балпылда,v,act,imp,
балтала,v,act,imp,
балталаш,v,act,imp,
балчакта,v,act,imp,
балчылдат,v,act,imp,
балчылдаш,v,act,imp,
баңсатта,v,act,imp,
бапта,v,act,imp,
баптагын,v,act,imp,
баптал,v,act,imp,
баптан,v,act,imp,
бапташ,v,act,imp,
бапылда,v,act,imp,
бапылдат,v,act,imp,
бараанда,v,act,imp,
баракта,v,act,imp,
бараңдат,v,act,imp,
барат,v,act,imp,
барбай,v,act,imp,
барбайт,v,act,imp,
барбакта,v,act,imp,
барбактат,v,act,imp,
барбалакта,v,act,imp,
барбалаңда,v,act,imp,
барбаңда,v,act,imp,
барбаңдат,v,act,imp,
баргекте,v,act,imp,
баргыт,v,act,imp,
барда,v,act,imp,
баркта,v,act,imp,
баркылда,v,act,imp,
баркыра,v,act,imp,
баркырат,v,act,imp,
бароолдо,v,act,imp,
барпай,v,act,imp,
барпайт,v,act,imp,
барпыра,v,act,imp,
барсаңбарсаң,v,act,imp,
барсылда,v,act,imp,
барылда,v,act,imp,
бастур,v,act,imp,
басай,v,act,imp,
басал,v,act,imp,
басмала,v,act,imp,
басмырла,v,act,imp,
басташ,v,act,imp,
басташы,v,act,imp,
басыл,v,act,imp,
басын,v,act,imp,
басыр,v,act,imp,
баталыш,v,act,imp,
баткакта,v,act,imp,
баткыз,v,act,imp,
баттан,v,act,imp,
батын,v,act,imp,
батыра,v,act,imp,
бачымдаш,v,act,imp,
бачырат,v,act,imp,
башкала,v,act,imp,
баштан,v,act,imp,
баштапбашта,v,act,imp,
башыла,v,act,imp,
баянда,v,act,imp,
безе,v,act,imp,
безелен,v,act,imp,
безен,v,act,imp,
безилде,v,act,imp,
бейле,v,act,imp,
бейпайла,v,act,imp,
бекемде,v,act,imp,
бекемден,v,act,imp,
бекен,v,act,imp,
беки,v,act,imp,
бекил,v,act,imp,
бекин,v,act,imp,
бекит,v,act,imp,
бекте,v,act,imp,
бекчей,v,act,imp,
белгиле,v,act,imp,
белгилен,v,act,imp,
белдеш,v,act,imp,
беле,v,act,imp,
белем,v,act,imp,
беленде,v,act,imp,
беленден,v,act,imp,
белең,v,act,imp,
белеңде,v,act,imp,
белсен,v,act,imp,
белсин,v,act,imp,
белсөөлөн,v,act,imp,
бергиз,v,act,imp,
бердир,v,act,imp,
берегой,v,act,imp,
берегөр,v,act,imp,
берелен,v,act,imp,
берил,v,act,imp,
бериле,v,act,imp,
берилен,v,act,imp,
беркел,v,act,imp,
бетте,v,act,imp,
беттен,v,act,imp,
бийикте,v,act,imp,
билалбай,v,act,imp,
билгиз,v,act,imp,
билдир,v,act,imp,
билекте,v,act,imp,
билелек,v,act,imp,
билин,v,act,imp,
биргеле,v,act,imp,
бирдеш,v,act,imp,
бирик,v,act,imp,
биринде,v,act,imp,
бириңде,v,act,imp,
бирликтеш,v,act,imp,
боё,v,act,imp,
боёл,v,act,imp,
боён,v,act,imp,
божура,v,act,imp,
боздо,v,act,imp,
боздопбоздо,v,act,imp,
бозор,v,act,imp,
бойбойло,v,act,imp,
бойло,v,act,imp,
бокто,v,act,imp,
бокчой,v,act,imp,
бол,v,act,imp,
болдубол,v,act,imp,
болелек,v,act,imp,
болжолдо,v,act,imp,
болжот,v,act,imp,
болкой,v,act,imp,
болкулда,v,act,imp,
болокто,v,act,imp,
болотто,v,act,imp,
болукшу,v,act,imp,
болуптолу,v,act,imp,
боогала,v,act,imp,
боолаш,v,act,imp,
боолголо,v,act,imp,
бооло,v,act,imp,
боортокто,v,act,imp,
борбой,v,act,imp,
боройло,v,act,imp,
борошоло,v,act,imp,
борсоңдо,v,act,imp,
борумда,v,act,imp,
бошбошто,v,act,imp,
бошо,v,act,imp,
бошон,v,act,imp,
боштот,v,act,imp,
бөгүл,v,act,imp,
бөздө,v,act,imp,
бөйрөктө,v,act,imp,
бөксөлө,v,act,imp,
бөксөр,v,act,imp,
бөктүр,v,act,imp,
бөкчөй,v,act,imp,
бөл,v,act,imp,
бөлбөл,v,act,imp,
бөлдүр,v,act,imp,
бөлөксүн,v,act,imp,
бөлөктө,v,act,imp,
бөлөн,v,act,imp,
бөлөт,v,act,imp,
бөлтөлөңдө,v,act,imp,
бөлүн,v,act,imp,
бөпөлө,v,act,imp,
бөрсөй,v,act,imp,
бөрсөлөңдө,v,act,imp,
бөрсөңдө,v,act,imp,
бөтөңдө,v,act,imp,
буба,v,act,imp,
бубар,v,act,imp,
бува,v,act,imp,
будала,v,act,imp,
буз,v,act,imp,
бузукташ,v,act,imp,
буйгатта,v,act,imp,
буйдал,v,act,imp,
буйла,v,act,imp,
буйру,v,act,imp,
буйта,v,act,imp,
букарла,v,act,imp,
буктайлык,v,act,imp,
булай,v,act,imp,
булакта,v,act,imp,
буласта,v,act,imp,
булат,v,act,imp,
булга,v,act,imp,
булгала,v,act,imp,
булгапбулга,v,act,imp,
булгула,v,act,imp,
булк,v,act,imp,
булку,v,act,imp,
булкулда,v,act,imp,
булкун,v,act,imp,
булкут,v,act,imp,
булкучта,v,act,imp,
бултай,v,act,imp,
бултуйт,v,act,imp,
бултулда,v,act,imp,
булуңда,v,act,imp,
булупжул,v,act,imp,
булуш,v,act,imp,
бурал,v,act,imp,
бурат,v,act,imp,
бурганакта,v,act,imp,
бургуз,v,act,imp,
бургула,v,act,imp,
бурделе,v,act,imp,
бур,v,act,imp,
буркулда,v,act,imp,
буркура,v,act,imp,
бурмала,v,act,imp,
бурул,v,act,imp,
бурулда,v,act,imp,
бурупбур,v,act,imp,
бурутта,v,act,imp,
бурчакта,v,act,imp,
бурчта,v,act,imp,
бурчтан,v,act,imp,
буудур,v,act,imp,
буук,v,act,imp,
буула,v,act,imp,
буулан,v,act,imp,
буулук,v,act,imp,
буура,v,act,imp,
бууркан,v,act,imp,
буурук,v,act,imp,
буурул,v,act,imp,
буурчакта,v,act,imp,
бууш,v,act,imp,
буюк,v,act,imp,
буюр,v,act,imp,
бүгүл,v,act,imp,
бүжүрө,v,act,imp,
бүктө,v,act,imp,
бүктүр,v,act,imp,
бүкчүйү,v,act,imp,
бүкчүңдө,v,act,imp,
бүл,v,act,imp,
бүлбүлдө,v,act,imp,
бүлдүр,v,act,imp,
бүлкүлдө,v,act,imp,
бүлүн,v,act,imp,
бүрдө,v,act,imp,
бүрк,v,act,imp,
бүркө,v,act,imp,
бүркөл,v,act,imp,
бүркүрө,v,act,imp,
бүрүш,v,act,imp,
бүрүштө,v,act,imp,
бүткөр,v,act,imp,
бүтө,v,act,imp,
бүчөлө,v,act,imp,
бүчөлөн,v,act,imp,
бүчүлө,v,act,imp,
быдыра,v,act,imp,
быжылда,v,act,imp,
быжыра,v,act,imp,
быкылда,v,act,imp,
былгыт,v,act,imp,
былжы,v,act,imp,
былжыра,v,act,imp,
былкылда,v,act,imp,
былчый,v,act,imp,
былчылда,v,act,imp,
быргыт,v,act,imp,
быркыра,v,act,imp,
бырчылда,v,act,imp,
бырылда,v,act,imp,
быч,v,act,imp,
бычакта,v,act,imp,
бычылда,v,act,imp,
бычыра,v,act,imp,
бышыкта,v,act,imp,
бышылда,v,act,imp,
жан,v,act,imp,
бээле,v,act,imp,
гөр,v,act,imp,
гүлдө,v,act,imp,
даанала,v,act,imp,
дабыра,v,act,imp,
дабырла,v,act,imp,
дагалакта,v,act,imp,
дагдаңда,v,act,imp,
дайры,v,act,imp,
дайында,v,act,imp,
далайт,v,act,imp,
далакта,v,act,imp,
далбай,v,act,imp,
далбакта,v,act,imp,
далбаңда,v,act,imp,
далдай,v,act,imp,
далдакта,v,act,imp,
далдаңда,v,act,imp,
далкылда,v,act,imp,
далпаңда,v,act,imp,
далпылда,v,act,imp,
дампай,v,act,imp,
дампаңда,v,act,imp,
даңгыра,v,act,imp,
даңкай,v,act,imp,
даңкаңда,v,act,imp,
даңкылда,v,act,imp,
даңылда,v,act,imp,
дапылда,v,act,imp,
дарбакта,v,act,imp,
дарбы,v,act,imp,
дардай,v,act,imp,
дардакта,v,act,imp,
дардалакта,v,act,imp,
дардалаңда,v,act,imp,
дардаңда,v,act,imp,
даркылда,v,act,imp,
даркыра,v,act,imp,
дарыла,v,act,imp,
дарылда,v,act,imp,
датта,v,act,imp,
даттан,v,act,imp,
даярда,v,act,imp,
даярдан,v,act,imp,
даярла,v,act,imp,
даярлан,v,act,imp,
де,v,act,imp,
дегде,v,act,imp,
дегелеш,v,act,imp,
дегиз,v,act,imp,
дедир,v,act,imp,
дедирт,v,act,imp,
декдекте,v,act,imp,
делбире,v,act,imp,
делдей,v,act,imp,
делекте,v,act,imp,
делик,v,act,imp,
делпилде,v,act,imp,
дембеле,v,act,imp,
демде,v,act,imp,
демден,v,act,imp,
демик,v,act,imp,
деңгелде,v,act,imp,
деңгире,v,act,imp,
деңдеңдет,v,act,imp,
деңкейт,v,act,imp,
деңкеңдет,v,act,imp,
дербей,v,act,imp,
дердей,v,act,imp,
дердекте,v,act,imp,
дердеңде,v,act,imp,
дидарлаш,v,act,imp,
дилделе,v,act,imp,
дирилде,v,act,imp,
диркире,v,act,imp,
добура,v,act,imp,
догурун,v,act,imp,
додолош,v,act,imp,
домполоңдо,v,act,imp,
доңкой,v,act,imp,
доола,v,act,imp,
доолда,v,act,imp,
доолдо,v,act,imp,
дооло,v,act,imp,
доошто,v,act,imp,
дорболо,v,act,imp,
достош,v,act,imp,
достула,v,act,imp,
дөгүрсү,v,act,imp,
дөңкөңдөт,v,act,imp,
дөөгүрсү,v,act,imp,
дөөрү,v,act,imp,
дөөрүт,v,act,imp,
дубала,v,act,imp,
дулдуйт,v,act,imp,
думук,v,act,imp,
дуруста,v,act,imp,
дуула,v,act,imp,
дуулда,v,act,imp,
дүбө,v,act,imp,
дүбүрлө,v,act,imp,
дүбүрө,v,act,imp,
дүкүй,v,act,imp,
дүкүлдө,v,act,imp,
дүмкүй,v,act,imp,
дүмпөй,v,act,imp,
дүмпүй,v,act,imp,
дүмпүйт,v,act,imp,
дүмпүлдө,v,act,imp,
дүмүрөй,v,act,imp,
дүңгүрлө,v,act,imp,
дүңгүрө,v,act,imp,
дүңкүлдө,v,act,imp,
дүңкүрө,v,act,imp,
дүпүлдө,v,act,imp,
дүрбө,v,act,imp,
дүрбөгөн,v,act,imp,
дүрбөл,v,act,imp,
дүрбөпдүрбө,v,act,imp,
дүрбөт,v,act,imp,
дүргү,v,act,imp,
дүргүт,v,act,imp,
дүргүш,v,act,imp,
дүркүрө,v,act,imp,
дүрүлдө,v,act,imp,
дүүлдө,v,act,imp,
дүүлүк,v,act,imp,
дыбырла,v,act,imp,
дыгдыр,v,act,imp,
дыңкый,v,act,imp,
дыргыт,v,act,imp,
дыркыра,v,act,imp,
дээр,v,act,imp,
дээреле,v,act,imp,
жааалдала,v,act,imp,
жаажаала,v,act,imp,
жаадыр,v,act,imp,
жаалдала,v,act,imp,
жаалдан,v,act,imp,
жабдыкта,v,act,imp,
жабыл,v,act,imp,
жабыра,v,act,imp,
жабырка,v,act,imp,
жабырла,v,act,imp,
жабыш,v,act,imp,
жагалала,v,act,imp,
жагдайла,v,act,imp,
жагжайыш,v,act,imp,
жагыл,v,act,imp,
жагыш,v,act,imp,
жада,v,act,imp,
жадаалан,v,act,imp,
жадаалдан,v,act,imp,
жадаалдаш,v,act,imp,
жадала,v,act,imp,
жазала,v,act,imp,
жазга,v,act,imp,
жазган,v,act,imp,
жазгыр,v,act,imp,
жаздан,v,act,imp,
жазык,v,act,imp,
жазыл,v,act,imp,
жайжайла,v,act,imp,
жайгаш,v,act,imp,
жайдакта,v,act,imp,
жайка,v,act,imp,
жайкал,v,act,imp,
жайкала,v,act,imp,
жайлан,v,act,imp,
жайлапкышта,v,act,imp,
жаймалан,v,act,imp,
жаймала,v,act,imp,
жайна,v,act,imp,
жайнапжат,v,act,imp,
жайнат,v,act,imp,
жайра,v,act,imp,
жайсаң,v,act,imp,
жайыл,v,act,imp,
жакала,v,act,imp,
жакөрлө,v,act,imp,
жакта,v,act,imp,
жакшыла,v,act,imp,
жакында,v,act,imp,
жалакта,v,act,imp,
жалант,v,act,imp,
жалаңда,v,act,imp,
жалапбула,v,act,imp,
жалат,v,act,imp,
жалбар,v,act,imp,
жалбыра,v,act,imp,
жалбырла,v,act,imp,
жалгаш,v,act,imp,
жалгызсыра,v,act,imp,
жалда,v,act,imp,
жалдыра,v,act,imp,
жалдырыш,v,act,imp,
жалжай,v,act,imp,
жалжаңда,v,act,imp,
жалк,v,act,imp,
жалмала,v,act,imp,
жалмаңда,v,act,imp,
жалоору,v,act,imp,
жалпай,v,act,imp,
жалпоочто,v,act,imp,
жалпоошто,v,act,imp,
жалпылда,v,act,imp,
жалтан,v,act,imp,
жалтаңда,v,act,imp,
жалтылда,v,act,imp,
жалтыра,v,act,imp,
жалында,v,act,imp,
жаманда,v,act,imp,
жамаш,v,act,imp,
жамбашта,v,act,imp,
жамгырла,v,act,imp,
жамда,v,act,imp,
жамын,v,act,imp,
жамырат,v,act,imp,
жанжабыл,v,act,imp,
жанар,v,act,imp,
жанаш,v,act,imp,
жанашала,v,act,imp,
жанбашта,v,act,imp,
жанда,v,act,imp,
жандан,v,act,imp,
жансакта,v,act,imp,
жансоогала,v,act,imp,
жантай,v,act,imp,
жанталаш,v,act,imp,
жанч,v,act,imp,
жанчкыла,v,act,imp,
жанчта,v,act,imp,
жанчыл,v,act,imp,
жаныпкүй,v,act,imp,
жаныш,v,act,imp,
жаңжуңда,v,act,imp,
жаңда,v,act,imp,
жаңжалда,v,act,imp,
жаңса,v,act,imp,
жаңыл,v,act,imp,
жапаалаш,v,act,imp,
жапта,v,act,imp,
жапыр,v,act,imp,
жапыста,v,act,imp,
жаракта,v,act,imp,
жарал,v,act,imp,
жарала,v,act,imp,
жарат,v,act,imp,
жараш,v,act,imp,
жарбаңдаш,v,act,imp,
жаргыт,v,act,imp,
жардан,v,act,imp,
жардаш,v,act,imp,
жардыр,v,act,imp,
жаркы,v,act,imp,
жаркылда,v,act,imp,
жаркыра,v,act,imp,
жаркыт,v,act,imp,
жарылда,v,act,imp,
жарылдаш,v,act,imp,
жарылт,v,act,imp,
жарын,v,act,imp,
жаса,v,act,imp,
жастан,v,act,imp,
жастат,v,act,imp,
жаткыз,v,act,imp,
жаткыр,v,act,imp,
жатсамкон,v,act,imp,
жатта,v,act,imp,
жаттан,v,act,imp,
жаша,v,act,imp,
жашта,v,act,imp,
жашы,v,act,imp,
жашылдан,v,act,imp,
жашын,v,act,imp,
жашыр,v,act,imp,
жашырыпжап,v,act,imp,
жебеле,v,act,imp,
жегиз,v,act,imp,
жеде,v,act,imp,
жедигерле,v,act,imp,
жедир,v,act,imp,
жездекеле,v,act,imp,
жекелет,v,act,imp,
жекелеш,v,act,imp,
желбире,v,act,imp,
желгелеш,v,act,imp,
желден,v,act,imp,
желдеш,v,act,imp,
желдир,v,act,imp,
желимде,v,act,imp,
желипжел,v,act,imp,
желкеле,v,act,imp,
желкилдет,v,act,imp,
желпилде,v,act,imp,
желпин,v,act,imp,
жемде,v,act,imp,
жемеле,v,act,imp,
жемик,v,act,imp,
жемир,v,act,imp,
жентекте,v,act,imp,
жеңал,v,act,imp,
жеңдир,v,act,imp,
жеңекеле,v,act,imp,
жепир,v,act,imp,
жергеле,v,act,imp,
жерде,v,act,imp,
жери,v,act,imp,
жет,v,act,imp,
жетал,v,act,imp,
жетекте,v,act,imp,
жетеле,v,act,imp,
жетелек,v,act,imp,
жетет,v,act,imp,
жетик,v,act,imp,
жетикте,v,act,imp,
жетил,v,act,imp,
жетин,v,act,imp,
жетиш,v,act,imp,
жеткилеңде,v,act,imp,
жибер,v,act,imp,
жийиркен,v,act,imp,
жиликте,v,act,imp,
жинден,v,act,imp,
жире,v,act,imp,
жит,v,act,imp,
житипжит,v,act,imp,
житир,v,act,imp,
жобон,v,act,imp,
жобот,v,act,imp,
жобура,v,act,imp,
жогдойло,v,act,imp,
жогол,v,act,imp,
жогот,v,act,imp,
жогубар,v,act,imp,
жойгула,v,act,imp,
жойдур,v,act,imp,
жойку,v,act,imp,
жойкума,v,act,imp,
жойло,v,act,imp,
жок,v,act,imp,
жокто,v,act,imp,
жоктор,v,act,imp,
жолгош,v,act,imp,
жолдо,v,act,imp,
жолдоштош,v,act,imp,
жоло,v,act,imp,
жолоочула,v,act,imp,
жолот,v,act,imp,
жолугуш,v,act,imp,
жолук,v,act,imp,
жомокто,v,act,imp,
жондо,v,act,imp,
жондон,v,act,imp,
жондур,v,act,imp,
жону,v,act,imp,
жоңгулдат,v,act,imp,
жообун,v,act,imp,
жоодура,v,act,imp,
жоола,v,act,imp,
жооло,v,act,imp,
жоолон,v,act,imp,
жоолош,v,act,imp,
жооной,v,act,imp,
жооржорто,v,act,imp,
жоору,v,act,imp,
жоот,v,act,imp,
жоошу,v,act,imp,
жорголо,v,act,imp,
жорот,v,act,imp,
жорт,v,act,imp,
жорут,v,act,imp,
жошо,v,act,imp,
жошоло,v,act,imp,
жошул,v,act,imp,
жоюл,v,act,imp,
жоюш,v,act,imp,
жөлө,v,act,imp,
жөлөн,v,act,imp,
жөлөтая,v,act,imp,
жөлөт,v,act,imp,
жөлөш,v,act,imp,
жөндө,v,act,imp,
жөндөл,v,act,imp,
жөндөн,v,act,imp,
жөнеле,v,act,imp,
жөнө,v,act,imp,
жөнөл,v,act,imp,
жөнөр,v,act,imp,
жөнөт,v,act,imp,
жөнүк,v,act,imp,
жөөлө,v,act,imp,
жөөлөт,v,act,imp,
жөөлөшөр,v,act,imp,
жөөлү,v,act,imp,
жөргөлө,v,act,imp,
жөрмөлө,v,act,imp,
жөрө,v,act,imp,
жөткүр,v,act,imp,
жубант,v,act,imp,
жугуз,v,act,imp,
жудур,v,act,imp,
жул,v,act,imp,
жулгула,v,act,imp,
жулк,v,act,imp,
жулкула,v,act,imp,
жулкун,v,act,imp,
жулкупжулк,v,act,imp,
жулкуш,v,act,imp,
жулун,v,act,imp,
жулупжул,v,act,imp,
жулуштур,v,act,imp,
жум,v,act,imp,
жумул,v,act,imp,
жумша,v,act,imp,
жута,v,act,imp,
жуткуз,v,act,imp,
жуткур,v,act,imp,
жутул,v,act,imp,
жутун,v,act,imp,
жутунч,v,act,imp,
жутуш,v,act,imp,
жуу,v,act,imp,
жуукунда,v,act,imp,
жуул,v,act,imp,
жуун,v,act,imp,
жуур,v,act,imp,
жуут,v,act,imp,
жууш,v,act,imp,
жүбө,v,act,imp,
жүгүн,v,act,imp,
жүгүр,v,act,imp,
жүдө,v,act,imp,
жүздөн,v,act,imp,
жүй,v,act,imp,
жүйөлөш,v,act,imp,
жүйөөлөш,v,act,imp,
жүктө,v,act,imp,
жүптө,v,act,imp,
жүр,v,act,imp,
жүргөнтур,v,act,imp,
жүргүз,v,act,imp,
жүржү,v,act,imp,
жүрүпжүр,v,act,imp,
жүткүн,v,act,imp,
жүткүндүр,v,act,imp,
жыбыра,v,act,imp,
жыбырла,v,act,imp,
жыгал,v,act,imp,
жыгыл,v,act,imp,
жыгында,v,act,imp,
жыгыш,v,act,imp,
жыйгыла,v,act,imp,
жыйдыр,v,act,imp,
жыйна,v,act,imp,
жыйыл,v,act,imp,
жыйыпчене,v,act,imp,
жык,v,act,imp,
жылаңачта,v,act,imp,
жылдызда,v,act,imp,
жылдыңда,v,act,imp,
жылдыр,v,act,imp,
жылжыт,v,act,imp,
жылмай,v,act,imp,
жылмала,v,act,imp,
жылмаңда,v,act,imp,
жылооло,v,act,imp,
жылтылда,v,act,imp,
жылтыра,v,act,imp,
жылы,v,act,imp,
жылыпжыл,v,act,imp,
жылышта,v,act,imp,
жымый,v,act,imp,
жымылдат,v,act,imp,
жымыр,v,act,imp,
жымырай,v,act,imp,
жымырат,v,act,imp,
жыр,v,act,imp,
жырга,v,act,imp,
жыргаар,v,act,imp,
жыртай,v,act,imp,
жырт,v,act,imp,
жырымда,v,act,imp,
жытта,v,act,imp,
жыттан,v,act,imp,
