айдыӊдуу,adj,pst,attr
айзадагы,adj,pst,attr
айзадай,adj,pst,attr
айзалуу,adj,pst,attr
айзачан,adj,pst,attr
айкын,adj,pst,attr
айкындалуу,adj,pst,attr
айкындуу,adj,pst,attr
айкырыктуу,adj,pst,attr
айлакер,adj,pst,attr
айлалуу,adj,pst,attr
айлампалуу,adj,pst,attr
айлангыс,adj,pst,attr
айланпалуу,adj,pst,attr
айлантылуу,adj,pst,attr
айласыз,adj,pst,attr
айлуу,adj,pst,attr
айлык,adj,pst,attr
аймандай,adj,pst,attr
аймаңдай,adj,pst,attr
айнектей,adj,pst,attr
айнектелүү,adj,pst,attr
айнектүү,adj,pst,attr
айнымалуу,adj,pst,attr
айран-азыр,adj,pst,attr
айрандай,adj,pst,attr
айран-таң,adj,pst,attr
айраң,adj,pst,attr
айрылуу,adj,pst,attr
айрымачтай,adj,pst,attr
айсыз,adj,pst,attr
айтаң,adj,pst,attr
айткандай,adj,pst,attr
айткандардай,adj,pst,attr
айтканындай,adj,pst,attr
айткыс,adj,pst,attr
айтылгандай,adj,pst,attr
айтымдуу,adj,pst,attr
айча,adj,pst,attr
айчалык,adj,pst,attr
айчыктуу,adj,pst,attr
айчылык,adj,pst,attr
айылдагы,adj,pst,attr
айылдаш,adj,pst,attr
айыпталуу,adj,pst,attr
айыптуу,adj,pst,attr
айырбаш,adj,pst,attr
айырбашталуу,adj,pst,attr
айырмалуу,adj,pst,attr
айырмачтай,adj,pst,attr
акактай,adj,pst,attr
акакталуу,adj,pst,attr
акбейил,adj,pst,attr
акбоз,adj,pst,attr
акбөкөндөй,adj,pst,attr
акжолтой,adj,pst,attr
акиреттик,adj,pst,attr
аккандай,adj,pst,attr
аккелтедей,adj,pst,attr
аккөңүл,adj,pst,attr
аккуудай,adj,pst,attr
ак-кызыл,adj,pst,attr
акмактай,adj,pst,attr
акмаралдай,adj,pst,attr
акниет,adj,pst,attr
акпейил,adj,pst,attr
аксак,adj,pst,attr
аксакалдуу,adj,pst,attr
аксакалсыз,adj,pst,attr
аксакалчан,adj,pst,attr
аксаргыл,adj,pst,attr
аксур,adj,pst,attr
актай,adj,pst,attr
акталуу,adj,pst,attr
активдүү,adj,pst,attr
актуалдуу,adj,pst,attr
акчалуу,adj,pst,attr
акчардактай,adj,pst,attr
акшумкардай,adj,pst,attr
акшы,adj,pst,attr
акыйкатталуу,adj,pst,attr
акылдуу,adj,pst,attr
акылмандуу,adj,pst,attr
акылсыз,adj,pst,attr
акылуу,adj,pst,attr
акыреттик,adj,pst,attr
акыркы,adj,pst,attr
ала,adj,pst,attr
алабуурул,adj,pst,attr
алагай,adj,pst,attr
алагар,adj,pst,attr
алагөөдөк,adj,pst,attr
алагөөдөн,adj,pst,attr
аладеңгил,adj,pst,attr
аладуу,adj,pst,attr
алакай,adj,pst,attr
алакандай,adj,pst,attr
алакандалуу,adj,pst,attr
алактай,adj,pst,attr
алакчы,adj,pst,attr
алалгыс,adj,pst,attr
алалуу,adj,pst,attr
алаң,adj,pst,attr
алаңгазар,adj,pst,attr
алардай,adj,pst,attr
аласалуу,adj,pst,attr
аласкар,adj,pst,attr
аласкардай,adj,pst,attr
аласталуу,adj,pst,attr
алаткактуу,adj,pst,attr
алаттуу,adj,pst,attr
алача,adj,pst,attr
алачамай,adj,pst,attr
алачыктай,adj,pst,attr
алаша,adj,pst,attr
албан,adj,pst,attr
албан-албан,adj,pst,attr
албан-субандай,adj,pst,attr
албардуу,adj,pst,attr
албарстай,adj,pst,attr
албарстуу,adj,pst,attr
албарстыдай,adj,pst,attr
алгандай,adj,pst,attr
алгачкы,adj,pst,attr
алгыз,adj,pst,attr
алгылыктуу,adj,pst,attr
алгыр,adj,pst,attr
алгыс,adj,pst,attr
алгысыз,adj,pst,attr
алгычтай,adj,pst,attr
алдагы,adj,pst,attr
алдей-алдей,adj,pst,attr
алдуу,adj,pst,attr
алдымдагы,adj,pst,attr
алдындагы,adj,pst,attr
алдынкы,adj,pst,attr
алдыңдагы,adj,pst,attr
алдыңкы,adj,pst,attr
алдырбастай,adj,pst,attr
алдыргандай,adj,pst,attr
алешем,adj,pst,attr
алигидей,adj,pst,attr
алкымдагы,adj,pst,attr
аллеялуу,adj,pst,attr
алмадай,adj,pst,attr
алмач,adj,pst,attr
алмашылуу,adj,pst,attr
алмончоктой,adj,pst,attr
алсыз,adj,pst,attr
алтайдагы,adj,pst,attr
алтайлык,adj,pst,attr
алтайчылык,adj,pst,attr
алтындай,adj,pst,attr
алтындуу,adj,pst,attr
алуучудай,adj,pst,attr
алчактай,adj,pst,attr
алчалуу,adj,pst,attr
алымдуу,adj,pst,attr
алыскы,adj,pst,attr
алыстагы,adj,pst,attr
алышчудай,adj,pst,attr
альтернативдүү,adj,pst,attr
амалдуу,adj,pst,attr
амалкөй,adj,pst,attr
амалсыз,adj,pst,attr
аман-соодой,adj,pst,attr
аман-тирүү,adj,pst,attr
амызгөй,adj,pst,attr
анардай,adj,pst,attr
андагы,adj,pst,attr
андай,adj,pst,attr
андай-мындай,adj,pst,attr
анжияндык,adj,pst,attr
анжуулук,adj,pst,attr
аномалдуу,adj,pst,attr
анонимдүү,adj,pst,attr
ансыз,adj,pst,attr
антеналуу,adj,pst,attr
аныкталуу,adj,pst,attr
аңгемелүү,adj,pst,attr
аңгир,adj,pst,attr
аңдуу,adj,pst,attr
аңкоо,adj,pst,attr
аңкылдак,adj,pst,attr
апалуу,adj,pst,attr
апатай,adj,pst,attr
апкелүү,adj,pst,attr
аппак,adj,pst,attr
аппапак,adj,pst,attr
апсана,adj,pst,attr
апторой,adj,pst,attr
апчылуу,adj,pst,attr
апыртмалуу,adj,pst,attr
араадай,adj,pst,attr
араандай,adj,pst,attr
арадагы,adj,pst,attr
аракүрмөй,adj,pst,attr
аралдагы,adj,pst,attr
аралдуу,adj,pst,attr
аралуу,adj,pst,attr
арам-адал,adj,pst,attr
арамдай,adj,pst,attr
арандай,adj,pst,attr
арбактуу,adj,pst,attr
арбалуу,adj,pst,attr
аргасыз,adj,pst,attr
аргыл,adj,pst,attr
аргылуу,adj,pst,attr
ардай,adj,pst,attr
ардакталуу,adj,pst,attr
ардактуу,adj,pst,attr
ардуу,adj,pst,attr
арзан,adj,pst,attr
арзандатылуу,adj,pst,attr
аркагай,adj,pst,attr
аркалуу,adj,pst,attr
аркалык,adj,pst,attr
аркалыктай,adj,pst,attr
аркандай,adj,pst,attr
аркандалуу,adj,pst,attr
аркандуу,adj,pst,attr
аркансыз,adj,pst,attr
аркардай,adj,pst,attr
аркы,adj,pst,attr
аркыл,adj,pst,attr
аркылуу,adj,pst,attr
аркыттагы,adj,pst,attr
армандуу,adj,pst,attr
армансыз,adj,pst,attr
арналуу,adj,pst,attr
арпалуу,adj,pst,attr
арсак,adj,pst,attr
арсардуу,adj,pst,attr
арстандай,adj,pst,attr
арсыз,adj,pst,attr
арткандай,adj,pst,attr
арткы,adj,pst,attr
арттагы,adj,pst,attr
артыгыраак,adj,pst,attr
артыгырак,adj,pst,attr
артык,adj,pst,attr
артылуу,adj,pst,attr
артымдагы,adj,pst,attr
артындагы,adj,pst,attr
артыңдагы,adj,pst,attr
арчалуу,adj,pst,attr
арыгыс,adj,pst,attr
арыздуу,adj,pst,attr
арыктай,adj,pst,attr
арык-торук,adj,pst,attr
арыктуу,adj,pst,attr
арылгандай,adj,pst,attr
арылгыс,adj,pst,attr
арылуу,adj,pst,attr
арымдуу,adj,pst,attr
арыптуу,adj,pst,attr
арыстандай,adj,pst,attr
арыштуу,adj,pst,attr
асалуу,adj,pst,attr
асемделүү,adj,pst,attr
асемдүү,adj,pst,attr
аскадай,adj,pst,attr
аскалуу,adj,pst,attr
аскандай,adj,pst,attr
аскардай,adj,pst,attr
аскардуу,adj,pst,attr
аскердеги,adj,pst,attr
аскиялуу,adj,pst,attr
асмалуу,adj,pst,attr
асмандагы,adj,pst,attr
аспандуу,adj,pst,attr
астарлуу,adj,pst,attr
астымдагы,adj,pst,attr
астындагы,adj,pst,attr
астынкы,adj,pst,attr
астыңдагы,adj,pst,attr
астыңкы,adj,pst,attr
асфальтталуу,adj,pst,attr
асылдуу,adj,pst,attr
асылкеч,adj,pst,attr
асыралуу,adj,pst,attr
ата-баладай,adj,pst,attr
атаксыз,adj,pst,attr
атактуу,adj,pst,attr
аталаш,adj,pst,attr
аталуу,adj,pst,attr
атамдай,adj,pst,attr
атандай,adj,pst,attr
атантай,adj,pst,attr
атаңдай,adj,pst,attr
атасыз,adj,pst,attr
атасындай,adj,pst,attr
аткандай,adj,pst,attr
аткарылуу,adj,pst,attr
аткулактуу,adj,pst,attr
аткычыл,adj,pst,attr
атсыз,adj,pst,attr
аттагыс,adj,pst,attr
аттай,adj,pst,attr
атты,adj,pst,attr
атчан,adj,pst,attr
атылуу,adj,pst,attr
атымдай,adj,pst,attr
атыштуу,adj,pst,attr
ачалуу,adj,pst,attr
ач-арыктар,adj,pst,attr
ачка,adj,pst,attr
ачкандай,adj,pst,attr
ачкараак,adj,pst,attr
ачкөз,adj,pst,attr
ачкүсөндөй,adj,pst,attr
ачкыл,adj,pst,attr
ачмаралдай,adj,pst,attr
ачулуу,adj,pst,attr
ачуулу,adj,pst,attr
ачуулуу,adj,pst,attr
ачык-жарык,adj,pst,attr
ачыктуу,adj,pst,attr
ачылбастай,adj,pst,attr
ачылуу,adj,pst,attr
ашаткылуу,adj,pst,attr
ашатылуу,adj,pst,attr
ашкандай,adj,pst,attr
ашкере,adj,pst,attr
ашкысыз,adj,pst,attr
ашмалтай,adj,pst,attr
аштагы,adj,pst,attr
аштай,adj,pst,attr
ашталуу,adj,pst,attr
аштамалуу,adj,pst,attr
аштыктай,adj,pst,attr
ашуулуу,adj,pst,attr
ашыгыраак,adj,pst,attr
ашыккандай,adj,pst,attr
ашыктай,adj,pst,attr
ашыктуу,adj,pst,attr
ашылуу,adj,pst,attr
ашындай,adj,pst,attr
ашырылуу,adj,pst,attr
аюудай,adj,pst,attr
аяздуу,adj,pst,attr
аяккаптай,adj,pst,attr
аяккы,adj,pst,attr
аяктай,adj,pst,attr
аякталуу,adj,pst,attr
аяктуу,adj,pst,attr
аялдай,adj,pst,attr
аялдуу,adj,pst,attr
аялкы,adj,pst,attr
аялуу,adj,pst,attr
аӊдуу,adj,pst,attr
аӊ-сезимдүү,adj,pst,attr
аӊтарылуу,adj,pst,attr
баалуу,adj,pst,attr
баамдуу,adj,pst,attr
бааналуу,adj,pst,attr
баатырдагы,adj,pst,attr
баатырдуу,adj,pst,attr
баатырыраак,adj,pst,attr
баашадай,adj,pst,attr
баашалуу,adj,pst,attr
баашалыктай,adj,pst,attr
бабасындай,adj,pst,attr
бабылдык,adj,pst,attr
багымсыз,adj,pst,attr
багындай,adj,pst,attr
багытталуу,adj,pst,attr
багышталуу,adj,pst,attr
бадалдуу,adj,pst,attr
баданадай,adj,pst,attr
баданалуу,adj,pst,attr
баданачан,adj,pst,attr
баёсун,adj,pst,attr
базарлуу,adj,pst,attr
бай,adj,pst,attr
байбалуу,adj,pst,attr
байгелүү,adj,pst,attr
байдалаш,adj,pst,attr
байдалуу,adj,pst,attr
байкалуу,adj,pst,attr
байлалуу,adj,pst,attr
байлануу,adj,pst,attr
байланыштырылуу,adj,pst,attr
байлачуудай,adj,pst,attr
байлоодогу,adj,pst,attr
байлоолуу,adj,pst,attr
баймалуу,adj,pst,attr
байпактай,adj,pst,attr
байпактык,adj,pst,attr
байпакчан,adj,pst,attr
байры,adj,pst,attr
байсалдуу,adj,pst,attr
байталдык,adj,pst,attr
байталчан,adj,pst,attr
байымдуу,adj,pst,attr
байыркы,adj,pst,attr
бакалдуу,adj,pst,attr
бакалуу,adj,pst,attr
бакандай,adj,pst,attr
бак-бакчалуу,adj,pst,attr
баккандай,adj,pst,attr
бакма,adj,pst,attr
бакмадагы,adj,pst,attr
бактуу,adj,pst,attr
бактылуу,adj,pst,attr
бакчалуу,adj,pst,attr
бакшыдай,adj,pst,attr
бакыл,adj,pst,attr
балаалуу,adj,pst,attr
бала-бакыралуу,adj,pst,attr
баладай,adj,pst,attr
балаканалуу,adj,pst,attr
балакеттей,adj,pst,attr
балакеттүү,adj,pst,attr
балалуу,adj,pst,attr
балалуудай,adj,pst,attr
баландай,adj,pst,attr
баланчадай,adj,pst,attr
баласыз,adj,pst,attr
балатай,adj,pst,attr
бала-чакалуу,adj,pst,attr
балбандай,adj,pst,attr
балбандардай,adj,pst,attr
балгындуу,adj,pst,attr
балдай,adj,pst,attr
балдактуу,adj,pst,attr
балдарлуу,adj,pst,attr
балекеттүү,adj,pst,attr
балит,adj,pst,attr
балканактай,adj,pst,attr
балкыгандай,adj,pst,attr
балкылдай,adj,pst,attr
балпаӊдуу,adj,pst,attr
балтай-шалтай,adj,pst,attr
балталуу,adj,pst,attr
балтачан,adj,pst,attr
балтырлуу,adj,pst,attr
балчыктай,adj,pst,attr
бал-шекердей,adj,pst,attr
балыктай,adj,pst,attr
балырлуу,adj,pst,attr
бапестелүү,adj,pst,attr
бапиктелүү,adj,pst,attr
бапталуу,adj,pst,attr
бараандай,adj,pst,attr
бараандуу,adj,pst,attr
барабандай,adj,pst,attr
барабар,adj,pst,attr
барадай,adj,pst,attr
барактлуу,adj,pst,attr
баралгыс,adj,pst,attr
барганалык,adj,pst,attr
баргектүү,adj,pst,attr
баргысыз,adj,pst,attr
бардай,adj,pst,attr
бардуу,adj,pst,attr
бардыгындай,adj,pst,attr
бариктүү,adj,pst,attr
барксыз,adj,pst,attr
баркталуу,adj,pst,attr
барктуу,adj,pst,attr
бармактай,adj,pst,attr
бармактуу,adj,pst,attr
барсылдак,adj,pst,attr
барчындай,adj,pst,attr
барыктуу,adj,pst,attr
барындай,adj,pst,attr
басалгалуу,adj,pst,attr
баскандай,adj,pst,attr
баскыс,adj,pst,attr
басыктуу,adj,pst,attr
басылуу,adj,pst,attr
басымдуу,adj,pst,attr
басырылуу,adj,pst,attr
бат,adj,pst,attr
батакөй,adj,pst,attr
батасыз,adj,pst,attr
баткалдай,adj,pst,attr
баткалдуу,adj,pst,attr
баткандай,adj,pst,attr
батпагыдай,adj,pst,attr
батымдуу,adj,pst,attr
башаалуу,adj,pst,attr
башалуу,adj,pst,attr
башка,adj,pst,attr
башка-башка,adj,pst,attr
башкарылуу,adj,pst,attr
башкы,adj,pst,attr
баштагы,adj,pst,attr
баштагыдай,adj,pst,attr
баштакы,adj,pst,attr
баштакыдай,adj,pst,attr
башталуу,adj,pst,attr
баштуу,adj,pst,attr
баштыктай,adj,pst,attr
башыл,adj,pst,attr
башымдагы,adj,pst,attr
башындагы,adj,pst,attr
башындай,adj,pst,attr
башыңдагы,adj,pst,attr
баягы,adj,pst,attr
баягыдай,adj,pst,attr
баягыдан,adj,pst,attr
баягылар,adj,pst,attr
баягынын,adj,pst,attr
баякы,adj,pst,attr
баякыдай,adj,pst,attr
баяналуу,adj,pst,attr
баяндалуу,adj,pst,attr
баянсыз,adj,pst,attr
бегирээк,adj,pst,attr
беделдүү,adj,pst,attr
беделүү,adj,pst,attr
бедердүү,adj,pst,attr
бедерлүү,adj,pst,attr
бежеӊдүү,adj,pst,attr
бежилдүү,adj,pst,attr
безилдүү,adj,pst,attr
бейажал,adj,pst,attr
бейайлуу,adj,pst,attr
бейарман,adj,pst,attr
бейбак,adj,pst,attr
бейбактай,adj,pst,attr
бейбаш,adj,pst,attr
бейбереке,adj,pst,attr
бейдаарат,adj,pst,attr
бейдаараттуу,adj,pst,attr
бейдарман,adj,pst,attr
бейжай,adj,pst,attr
бейжайлуу,adj,pst,attr
бейжайыраак,adj,pst,attr
бейжооп,adj,pst,attr
бейилдүү,adj,pst,attr
бейилсиз,adj,pst,attr
бейиштей,adj,pst,attr
бейкабар,adj,pst,attr
бейкабарсыз,adj,pst,attr
бейкайрат,adj,pst,attr
бейкапар,adj,pst,attr
бейкарар,adj,pst,attr
бейкут,adj,pst,attr
бейкүнөө,adj,pst,attr
беймаал,adj,pst,attr
беймазалуу,adj,pst,attr
бейорун,adj,pst,attr
бейпайлуу,adj,pst,attr
бейпил,adj,pst,attr
бейпилдүү,adj,pst,attr
бейсарамжал,adj,pst,attr
бейтаалай,adj,pst,attr
бейшаркыт,adj,pst,attr
бейыйман,adj,pst,attr
бейэсеп,adj,pst,attr
бек,adj,pst,attr
бек-бек,adj,pst,attr
бекем,adj,pst,attr
бекем-бекем,adj,pst,attr
бекемделүү,adj,pst,attr
бекер,adj,pst,attr
бекерсиз,adj,pst,attr
бекилүү,adj,pst,attr
бекитилүү,adj,pst,attr
белгилүү,adj,pst,attr
белгисиз,adj,pst,attr
белдей,adj,pst,attr
белдүү,adj,pst,attr
белен,adj,pst,attr
беленделүү,adj,pst,attr
беленирээк,adj,pst,attr
белестеги,adj,pst,attr
белестей,adj,pst,attr
белестүү,adj,pst,attr
белимдеги,adj,pst,attr
белиндеги,adj,pst,attr
белиндей,adj,pst,attr
белсемдүү,adj,pst,attr
бепбекер,adj,pst,attr
бепбелгилүү,adj,pst,attr
бепбелен,adj,pst,attr
бергектүү,adj,pst,attr
бергендей,adj,pst,attr
бергис,adj,pst,attr
бергисиз,adj,pst,attr
берекелүү,adj,pst,attr
берендей,adj,pst,attr
берендүү,adj,pst,attr
беренелүү,adj,pst,attr
беренжилүү,adj,pst,attr
береселүү,adj,pst,attr
беризаттай,adj,pst,attr
беризаттуу,adj,pst,attr
берилүү,adj,pst,attr
бериштелүү,adj,pst,attr
берметтей,adj,pst,attr
берметтелүү,adj,pst,attr
берчемдүү,adj,pst,attr
берчүдөй,adj,pst,attr
берчүүдөй,adj,pst,attr
бетегелүү,adj,pst,attr
бетимдеги,adj,pst,attr
бетиндеги,adj,pst,attr
бетиндей,adj,pst,attr
беттелүү,adj,pst,attr
беттешкендей,adj,pst,attr
беттүү,adj,pst,attr
бечел,adj,pst,attr
бешиктеги,adj,pst,attr
бештеги,adj,pst,attr
биздей,adj,pst,attr
бизиндей,adj,pst,attr
бийдей,adj,pst,attr
бийик,adj,pst,attr
билгендей,adj,pst,attr
билгениндей,adj,pst,attr
билгениңдей,adj,pst,attr
билгиликтүү,adj,pst,attr
билгис,adj,pst,attr
билгисиз,adj,pst,attr
билдей,adj,pst,attr
билектеги,adj,pst,attr
билектей,adj,pst,attr
билектеш,adj,pst,attr
билердей,adj,pst,attr
билериктүү,adj,pst,attr
билерман,adj,pst,attr
билеселүү,adj,pst,attr
билилүү,adj,pst,attr
билимдүү,adj,pst,attr
билингис,adj,pst,attr
билмексен,adj,pst,attr
билүүлү,adj,pst,attr
бинтелүү,adj,pst,attr
бирдеги,adj,pst,attr
бирдей,adj,pst,attr
бириндей,adj,pst,attr
бирөөндөй,adj,pst,attr
биртоп,adj,pst,attr
биттей,adj,pst,attr
богоолуу,adj,pst,attr
бодурлуу,adj,pst,attr
боёлуу,adj,pst,attr
боз,adj,pst,attr
бозала,adj,pst,attr
бозалалуу,adj,pst,attr
бозкыраан,adj,pst,attr
бозүйлүү,adj,pst,attr
бойлуу,adj,pst,attr
бокжоромол,adj,pst,attr
боконолуу,adj,pst,attr
боктуу,adj,pst,attr
болбостой,adj,pst,attr
болгондой,adj,pst,attr
болгус,adj,pst,attr
болгусуз,adj,pst,attr
болжогондой,adj,pst,attr
болжогус,adj,pst,attr
болжолдуу,adj,pst,attr
болжолсуз,adj,pst,attr
болжолуу,adj,pst,attr
болжоолсуз,adj,pst,attr
болжоосуз,adj,pst,attr
болжосуз,adj,pst,attr
болкоюңку,adj,pst,attr
болоттой,adj,pst,attr
болоттуу,adj,pst,attr
болотундай,adj,pst,attr
болумдуу,adj,pst,attr
болушкандай,adj,pst,attr
бомбалуу,adj,pst,attr
бооз,adj,pst,attr
боолу,adj,pst,attr
боолуу,adj,pst,attr
боордой,adj,pst,attr
боорлош,adj,pst,attr
боорукер,adj,pst,attr
боорукерлүү,adj,pst,attr
боорундай,adj,pst,attr
борбуйлуу,adj,pst,attr
бордоку,adj,pst,attr
бордолуу,adj,pst,attr
бордуу,adj,pst,attr
борколдой,adj,pst,attr
бородой,adj,pst,attr
бороодой,adj,pst,attr
бороондуу,adj,pst,attr
боростой,adj,pst,attr
борошолуу,adj,pst,attr
борпоң,adj,pst,attr
борсолдой,adj,pst,attr
борумдуу,adj,pst,attr
босоголуу,adj,pst,attr
ботала,adj,pst,attr
ботодой,adj,pst,attr
ботой,adj,pst,attr
ботолуу,adj,pst,attr
ботосуз,adj,pst,attr
бош,adj,pst,attr
бошоң,adj,pst,attr
боюндай,adj,pst,attr
бөгөлүү,adj,pst,attr
бөгүлүү,adj,pst,attr
бөдөнөдөй,adj,pst,attr
бөксөдөгү,adj,pst,attr
бөксөлүү,adj,pst,attr
бөктөргөлүү,adj,pst,attr
бөктөрүлүү,adj,pst,attr
бөлмөлүү,adj,pst,attr
бөлөк,adj,pst,attr
бөлөк-бөлөк,adj,pst,attr
бөлөк-салак,adj,pst,attr
бөлтөк,adj,pst,attr
бөлтөк-бөлтөк,adj,pst,attr
бөөт-бөөт,adj,pst,attr
бөрксүз,adj,pst,attr
бөрктөй,adj,pst,attr
бөрктүү,adj,pst,attr
бөртөй-шөртөй,adj,pst,attr
бөрүдөй,adj,pst,attr
бөрүктөй,adj,pst,attr
бөтөн,adj,pst,attr
бөтөн-бөтөн,adj,pst,attr
бөштөн,adj,pst,attr
брондолуу,adj,pst,attr
брондуу,adj,pst,attr
бугдай,adj,pst,attr
бугудай,adj,pst,attr
бугулуу,adj,pst,attr
будурдагы,adj,pst,attr
бузгандай,adj,pst,attr
бузук,adj,pst,attr
бузуктуу,adj,pst,attr
бузулгус,adj,pst,attr
бузулуу,adj,pst,attr
буйдалуу,adj,pst,attr
буйлалуу,adj,pst,attr
буйруксуз,adj,pst,attr
букадай,adj,pst,attr
букаралык,adj,pst,attr
букардагы,adj,pst,attr
букардык,adj,pst,attr
букарлык,adj,pst,attr
букачан,adj,pst,attr
букта,adj,pst,attr
булаксыздай,adj,pst,attr
булактай,adj,pst,attr
булалуу,adj,pst,attr
булаңдай,adj,pst,attr
булардай,adj,pst,attr
булкактай,adj,pst,attr
булкуш,adj,pst,attr
булудай,adj,pst,attr
булуңдуу,adj,pst,attr
булуттай,adj,pst,attr
булуттуу,adj,pst,attr
булуу,adj,pst,attr
булуӊдуу,adj,pst,attr
булчуңдуу,adj,pst,attr
буралма,adj,pst,attr
буралуу,adj,pst,attr
бурамалуу,adj,pst,attr
бураналуу,adj,pst,attr
бурма,adj,pst,attr
бурмалуу,adj,pst,attr
буроолуу,adj,pst,attr
бурулуу,adj,pst,attr
бурчулуу,adj,pst,attr
бутадай,adj,pst,attr
бутакталуу,adj,pst,attr
буталуу,adj,pst,attr
буткул-буткул,adj,pst,attr
буткулдагы,adj,pst,attr
буткулдай,adj,pst,attr
буткулдуу,adj,pst,attr
буттай,adj,pst,attr
бутталуу,adj,pst,attr
буттуу,adj,pst,attr
бутундагы,adj,pst,attr
буудайдай,adj,pst,attr
буудандай,adj,pst,attr
буудандуу,adj,pst,attr
буудансыз,adj,pst,attr
буулукмалуу,adj,pst,attr
буулуу,adj,pst,attr
буума,adj,pst,attr
буурадай,adj,pst,attr
буурукмалуу,adj,pst,attr
буурул,adj,pst,attr
буурчактай,adj,pst,attr
бучук,adj,pst,attr
бушаймандуу,adj,pst,attr
бүгүлүү,adj,pst,attr
бүгүнкү,adj,pst,attr
бүйрүлүү,adj,pst,attr
бүйүрмөлүү,adj,pst,attr
бүкмөлүү,adj,pst,attr
бүктөлгөндөй,adj,pst,attr
бүктөлүү,adj,pst,attr
бүкүлүү,adj,pst,attr
бүкүр,adj,pst,attr
бүлдүргөлүү,adj,pst,attr
бүлдүркөндүү,adj,pst,attr
бүлөлүү,adj,pst,attr
бүлүү,adj,pst,attr
бүпбүтүн,adj,pst,attr
бүргөдөй,adj,pst,attr
бүрдүү,adj,pst,attr
бүркөк,adj,pst,attr
бүркөлүү,adj,pst,attr
бүркүлүү,adj,pst,attr
бүркүттөй,adj,pst,attr
бүрсүгүнкү,adj,pst,attr
бүрүлүү,adj,pst,attr
бүрүш,adj,pst,attr
бүткөндөй,adj,pst,attr
бүтө,adj,pst,attr
бүтөлүү,adj,pst,attr
бүтөө,adj,pst,attr
бүтүлүү,adj,pst,attr
бүтүн,adj,pst,attr
бүтүндөй,adj,pst,attr
бүчүрлүү,adj,pst,attr
быдырлуу,adj,pst,attr
быйылкы,adj,pst,attr
быкпырдай,adj,pst,attr
былжырлуу,adj,pst,attr
былкылдак,adj,pst,attr
былтыркы,adj,pst,attr
быткылдай,adj,pst,attr
быткылдуу,adj,pst,attr
быттай,adj,pst,attr
